,Ticker,Sector,Sub-Sector,Country,Index,P/E,EPS (ttm),Insider Own,Shs Outstand,Perf Week,Market Cap,Forward P/E,EPS next Y,Insider Trans,Shs Float,Perf Month,Income,PEG,EPS next Q,Inst Own,Short Float,Perf Quarter,Sales,P/S,EPS this Y,Inst Trans,Short Ratio,Perf Half Y,Book/sh,P/B,EPS next Y,ROA,Target Price,Perf Year,Cash/sh,P/C,EPS next 5Y,ROE,52W Range,Perf YTD,Dividend,P/FCF,EPS past 5Y,ROI,52W High,Beta,Dividend %,Quick Ratio,Sales past 5Y,Gross Margin,52W Low,ATR,Employees,Current Ratio,Sales Q/Q,Oper. Margin,RSI (14),Volatility,Optionable,Debt/Eq,EPS Q/Q,Profit Margin,Rel Volume,Prev Close,Shortable,LT Debt/Eq,Earnings,Payout,Avg Volume,Price,Recom,SMA20,SMA50,SMA200,Volume,Change
15,AVY,Consumer Goods , Business Equipment , USA,S&P; 500,21.79,4.91,0.50%,88.38M,-3.92%,9.46B,16.06,6.66,-26.17%,86.95M,2.41%,437.60M,1.64,1.48,90.20%,1.68%,-0.82%,7.05B,1.34,42.40%,-0.60%,2.28,-9.41%,11.63,9.20,9.83%,5.20%,126.63,14.41%,2.44,43.82,13.31%,25.10%,91.98 - 123.67,-6.84%,2.08,33.94,27.00%,17.30%,-13.48%,1.33,1.94%,0.80,2.40%,27.00%,16.33%,2.05,30000,1.10,14.00%,8.60%,42.90,1.60% 2.02%,Yes,1.64,-20.00%,3.80%,0.97,107.82,Yes,1.26,Jul 24 BMO,61.10%,641.20K,107.00,2.20,-3.13%,0.77%,-3.00%,"620,993",-0.76%
16,BAX,Healthcare , Medical Instruments & Supplies , USA,S&P; 500,25.98,2.74,0.10%,546.61M,-1.95%,38.95B,21.67,3.29,-27.32%,537.33M,-4.68%,1.50B,2.00,0.74,86.50%,0.95%,0.72%,11.00B,3.54,-73.80%,-0.78%,1.74,7.91%,16.60,4.29,10.22%,5.40%,79.54,17.19%,5.23,13.63,13.00%,10.00%,60.13 - 76.51,10.23%,0.76,40.65,-10.50%,10.90%,-6.87%,0.76,1.07%,2.00,-5.40%,41.20%,18.49%,1.04,47000,2.60,9.10%,13.20%,38.34,1.35% 1.51%,Yes,0.39,31.80%,8.30%,0.96,70.71,Yes,0.39,Jul 26 BMO,39.60%,2.92M,71.25,2.30,-2.45%,-3.43%,3.56%,"2,811,408",0.76%
17,BBY,Services , Electronics Stores , USA,S&P; 500,17.54,4.36,1.10%,274.35M,-1.18%,20.95B,14.18,5.39,-15.20%,239.75M,-0.24%,1.30B,1.28,0.82,91.20%,7.83%,-2.71%,42.73B,0.49,11.60%,-1.08%,5.84,5.32%,12.10,6.31,7.48%,7.60%,75.79,29.52%,9.60,7.96,13.70%,26.30%,51.61 - 79.90,11.55%,1.80,21.97,49.50%,26.30%,-4.41%,0.98,2.36%,0.60,2.00%,23.40%,47.99%,1.62,125000,1.30,6.80%,4.20%,48.82,2.33% 2.05%,Yes,0.39,20.90%,2.40%,1.13,78.53,Yes,0.23,Aug 28 BMO,39.10%,3.22M,76.38,2.90,-0.05%,1.39%,8.14%,"3,630,070",-2.74%
18,BA,Industrial Goods , Aerospace/Defense Products & Services , USA,DJIA S&P500;,23.08,14.38,0.10%,588.68M,-4.61%,195.30B,18.94,17.52,-3.24%,573.89M,-7.04%,8.60B,1.21,3.70,71.60%,0.90%,-2.70%,97.32B,2.01,53.80%,-0.06%,1.53,-3.80%,-2.45,-,19.73%,9.00%,403.22,38.71%,16.60,19.99,19.01%,-,234.29 - 374.48,12.50%,6.84,20.09,18.00%,52.30%,-11.41%,1.48,2.06%,0.30,2.70%,19.10%,41.60%,6.30,140800,1.10,5.20%,11.60%,32.18,1.48% 1.64%,Yes,-,30.00%,9.90%,1.13,339.14,Yes,-,Jul 25 BMO,38.50%,3.37M,331.76,2.00,-5.51%,-5.06%,1.24%,"3,796,472",-2.18%
19,BSX,Healthcare , Medical Appliances & Equipment , USA,S&P; 500,35.39,0.99,0.30%,1.41B,1.75%,49.31B,22.07,1.58,-7.68%,1.38B,2.77%,1.37B,3.56,0.34,93.60%,0.88%,16.42%,9.50B,5.19,175.00%,0.13%,1.63,30.14%,5.61,6.22,13.50%,2.70%,38.05,31.81%,0.15,237.09,9.95%,7.10%,24.54 - 37.30,40.74%,-,73.06,17.50%,10.40%,-6.46%,0.64,-,0.60,4.50%,71.80%,42.18%,0.71,29000,0.80,10.30%,15.70%,63.13,2.37% 2.02%,Yes,0.84,278.00%,5.50%,2.15,33.70,Yes,0.62,Jul 25 BMO,0.00%,7.43M,34.89,1.60,3.71%,5.57%,20.16%,"15,959,853",3.53%
20,CDNS,Technology , Application Software , USA,S&P; 500,108.97,0.42,0.60%,282.00M,0.82%,12.81B,24.64,1.84,-16.53%,279.25M,-0.48%,120.60M,9.08,0.41,93.30%,1.85%,10.75%,2.02B,6.33,-45.00%,3.58%,2.85,17.63%,4.34,10.47,9.57%,8.80%,49.36,22.08%,2.93,15.53,12.00%,19.80%,35.49 - 46.99,8.66%,-,24.76,-24.60%,6.80%,-3.30%,1.09,-,1.30,7.90%,88.30%,28.04%,0.74,7200,1.30,8.20%,16.80%,52.48,1.36% 1.73%,Yes,0.54,8.20%,10.60%,0.82,46.00,Yes,0.29,Jul 23 AMC,0.00%,1.81M,45.44,2.30,0.59%,1.62%,7.73%,"1,478,996",-1.22%
21,KMX,Services , Auto Dealerships , USA,S&P; 500,18.82,3.87,0.40%,181.03M,-2.90%,13.17B,14.59,4.99,-53.63%,175.65M,-6.32%,703.00M,1.38,1.21,-,6.71%,10.41%,17.37B,0.76,12.30%,0.10%,6.86,14.08%,19.00,3.83,8.70%,4.00%,84.36,12.88%,0.42,172.63,13.67%,20.90%,57.05 - 81.67,13.46%,-,-,14.40%,4.10%,-10.91%,1.57,-,0.50,9.30%,13.50%,27.54%,1.30,25110,2.30,5.50%,6.00%,41.89,1.68% 1.77%,Yes,3.92,18.30%,4.00%,0.63,72.84,Yes,3.80,Sep 21 BMO,0.00%,1.72M,72.76,2.20,-3.01%,-2.66%,6.55%,"1,090,295",-0.11%
22,CBRE,Financial , Property Management , USA,S&P; 500,17.93,2.59,0.90%,347.55M,-3.25%,16.16B,13.80,3.37,-2.47%,336.91M,-6.36%,887.10M,1.41,0.75,98.00%,1.70%,-1.92%,17.67B,0.91,45.00%,0.98%,3.50,3.26%,13.13,3.54,6.85%,6.20%,51.94,28.73%,1.53,30.41,12.75%,17.80%,34.38 - 50.43,7.39%,-,28.35,20.60%,10.70%,-7.77%,1.80,-,1.10,16.90%,26.10%,35.28%,0.85,80000,1.10,15.10%,6.00%,34.69,1.82% 1.63%,Yes,0.86,13.20%,4.20%,0.86,46.92,Yes,0.40,Aug 02 BMO,0.00%,1.64M,46.51,2.00,-5.00%,-4.26%,1.28%,"1,407,009",-0.87%
23,CNP,Utilities , Gas Utilities , USA,S&P; 500,27.46,1.02,0.20%,433.16M,-1.03%,12.11B,16.56,1.69,-13.94%,430.38M,0.87%,442.00M,3.18,0.43,82.50%,3.66%,9.61%,10.08B,1.20,57.20%,0.25%,4.50,6.72%,10.81,2.59,5.70%,7.00%,29.18,-3.09%,2.11,13.28,8.62%,34.90%,24.81 - 30.45,-1.45%,1.11,22.50,10.00%,4.80%,-8.21%,0.45,3.97%,0.80,5.20%,-,12.66%,0.40,7977,1.00,2.00%,10.10%,53.42,1.02% 1.40%,Yes,1.91,-155.80%,15.40%,0.74,28.13,Yes,1.66,Aug 03 BMO,30.20%,3.50M,27.95,2.70,-0.42%,2.41%,1.91%,"2,572,189",-0.64%
24,SCHW,Financial , Investment Brokerage - National , USA,S&P; 500,25.02,2.01,0.10%,1.35B,-0.51%,67.64B,17.55,2.86,-72.27%,1.20B,-4.99%,2.73B,0.86,0.64,82.00%,1.50%,-14.67%,9.85B,6.87,25.70%,0.31%,3.08,-4.12%,12.82,3.92,17.06%,1.10%,60.00,22.75%,9.84,5.10,28.98%,16.60%,38.06 - 60.22,-2.20%,0.52,21.43,18.90%,1.20%,-16.57%,1.54,1.04%,-,12.00%,94.40%,32.00%,0.99,18700,-,21.10%,40.90%,38.30,1.48% 1.87%,Yes,11.89,51.90%,27.30%,0.69,50.53,Yes,0.33,Jul 17 BMO,18.00%,5.81M,50.24,2.30,-2.47%,-4.94%,-4.45%,"3,998,241",-0.57%
25,CB,Financial , Property & Casualty Insurance , USA,-,18.37,7.22,0.70%,468.68M,-3.49%,62.18B,11.79,11.25,-1.97%,460.42M,-0.52%,3.39B,1.76,2.66,92.80%,1.29%,-1.40%,32.99B,1.89,-18.40%,-0.12%,3.46,-9.92%,109.55,1.21,7.89%,2.30%,163.19,-10.33%,2.13,62.18,10.43%,7.50%,123.96 - 157.50,-9.20%,2.84,16.64,-1.70%,5.50%,-15.76%,1.09,2.14%,-,12.40%,-,7.03%,1.68,31000,-,4.90%,11.90%,39.73,0.87% 1.22%,Yes,0.26,-0.10%,11.60%,1.25,133.11,Yes,0.25,Jul 24 AMC,34.40%,1.72M,132.68,2.10,-2.83%,0.16%,-5.50%,"2,138,112",-0.32%
26,CINF,Financial , Property & Casualty Insurance , USA,S&P; 500,28.28,2.63,0.30%,164.16M,-0.85%,12.22B,22.69,3.28,0.13%,151.73M,5.51%,435.00M,6.03,0.72,64.80%,1.85%,5.20%,5.61B,2.18,-6.70%,-1.13%,5.51,-1.50%,48.50,1.53,1.02%,4.30%,75.67,-5.66%,3.17,23.46,4.69%,11.80%,66.33 - 79.31,-0.71%,2.12,18.89,5.20%,6.60%,-6.14%,0.86,2.85%,-,6.90%,-,12.23%,1.13,4925,-,12.40%,10.60%,60.01,1.20% 1.57%,Yes,0.11,119.00%,16.60%,0.48,74.31,Yes,0.10,Jul 26 AMC,35.70%,508.57K,74.44,3.10,1.11%,5.11%,2.21%,"245,691",0.17%
27,CFG,Financial , Regional - Mid-Atlantic Banks , USA,S&P; 500,13.20,3.01,0.30%,493.63M,-3.07%,19.62B,10.40,3.82,-0.05%,483.63M,-0.72%,1.48B,0.61,0.90,98.35%,2.61%,-6.56%,5.29B,3.71,31.90%,0.27%,2.80,-13.30%,41.10,0.97,9.73%,1.20%,47.34,16.95%,10.42,3.82,21.50%,9.10%,31.51 - 48.23,-5.31%,1.08,10.62,17.70%,10.30%,-17.58%,1.35,2.72%,-,5.00%,-,26.15%,0.74,17100,-,17.10%,76.20%,43.26,1.64% 1.77%,Yes,0.68,39.50%,34.20%,0.93,40.40,Yes,0.68,Jul 20 BMO,21.70%,4.50M,39.75,2.20,-1.31%,-1.90%,-5.34%,"4,198,738",-1.61%
28,KO,Consumer Goods , Beverages - Soft Drinks , USA,DJIA S&P500;,33.54,1.37,0.40%,4.26B,-0.15%,196.27B,20.53,2.25,-1.34%,4.22B,1.83%,5.91B,4.63,0.55,67.70%,0.74%,10.90%,33.14B,5.92,-26.40%,-0.21%,2.87,4.49%,4.31,10.69,7.78%,2.60%,50.61,-0.24%,4.54,10.14,7.25%,12.10%,41.45 - 48.62,0.44%,1.56,188.36,-11.00%,12.50%,-5.21%,0.78,3.39%,1.10,-5.90%,63.60%,11.17%,0.47,61800,1.10,-8.00%,34.50%,57.03,0.85% 1.00%,Yes,2.55,64.20%,7.10%,0.89,45.89,Yes,1.53,Jul 25 BMO,268.50%,10.92M,46.08,2.30,0.20%,2.91%,3.12%,"9,669,630",0.41%
29,CMA,Financial , Money Center Banks , USA,S&P; 500,16.23,5.96,0.70%,173.99M,-1.98%,16.82B,12.22,7.91,-10.20%,170.07M,5.23%,1.04B,0.57,1.78,84.10%,2.41%,-2.38%,2.40B,7.02,77.60%,-1.35%,2.41,-0.76%,46.51,2.08,11.79%,1.00%,105.63,34.36%,40.05,2.41,28.60%,9.20%,64.04 - 102.66,11.35%,1.20,19.69,12.10%,12.70%,-5.84%,1.40,1.24%,-,3.20%,-,50.94%,1.67,7691,-,19.00%,82.90%,52.31,1.26% 1.63%,Yes,0.70,41.90%,30.80%,0.63,97.58,Yes,0.70,Jul 17 BMO,24.10%,1.70M,96.66,2.40,0.11%,2.10%,4.56%,"1,068,263",-0.94%
30,ED,Utilities , Electric Utilities , USA,S&P; 500,3.61,22.09,0.20%,310.10M,1.63%,24.74B,17.95,4.45,0.33%,309.81M,1.05%,6.89B,1.07,1.50,59.40%,4.60%,7.01%,12.23B,2.02,436.90%,-0.37%,8.06,5.14%,50.35,1.58,4.17%,3.20%,77.61,-3.93%,-,-,3.38%,10.20%,71.12 - 89.70,-6.07%,2.86,549.84,41.80%,23.30%,-11.05%,-0.01,3.58%,0.60,-0.30%,79.90%,12.19%,1.14,15591,0.60,2.40%,21.20%,62.62,1.26% 1.36%,Yes,1.14,5.70%,12.90%,1.18,78.52,Yes,0.97,Aug 02 AMC,55.10%,1.77M,79.79,3.40,1.77%,3.55%,0.39%,"2,081,707",1.62%
31,COTY,Consumer Goods , Personal Products , USA,-,-,-0.37,38.70%,833.38M,-14.57%,9.53B,13.89,0.82,0.02%,438.14M,-19.68%,-277.30M,-,0.14,67.90%,15.83%,-21.23%,9.34B,1.02,-248.30%,0.54%,12.31,-46.21%,12.66,0.90,19.10%,-1.30%,16.70,-41.56%,-,-,15.65%,-3.10%,11.32 - 21.68,-42.53%,0.50,-,5.50%,-1.10%,-47.28%,0.24,4.37%,0.70,10.70%,62.00%,0.97%,0.46,22000,1.00,9.40%,-0.60%,21.06,6.10% 3.45%,Yes,0.83,62.40%,-3.10%,1.84,11.77,Yes,0.80,Aug 21 BMO,-,5.63M,11.43,2.50,-13.94%,-17.10%,-32.18%,"10,372,165",-2.89%
32,CMI,Industrial Goods , Diversified Machinery , USA,S&P; 500,11.96,11.54,0.20%,167.05M,-2.95%,23.06B,9.23,14.96,-0.36%,164.35M,1.59%,1.91B,1.02,3.73,86.00%,1.59%,-6.21%,22.46B,1.03,29.30%,0.99%,1.96,-16.84%,44.56,3.10,12.61%,5.70%,155.95,-11.28%,9.17,15.05,11.70%,14.20%,129.90 - 194.18,-21.85%,4.56,36.90,4.20%,19.20%,-28.91%,1.16,3.30%,1.00,3.30%,23.80%,6.27%,2.80,58600,1.60,20.80%,11.00%,45.33,1.48% 2.04%,Yes,0.34,32.70%,4.70%,1.24,138.99,Yes,0.21,Jul 31 BMO,67.90%,1.33M,138.04,2.90,-0.83%,-0.04%,-13.16%,"1,648,066",-0.68%
33,DRI,Services , Restaurants , USA,S&P; 500,26.99,4.16,0.20%,124.00M,2.24%,13.93B,18.43,6.10,-42.36%,123.30M,1.78%,524.50M,2.19,1.23,90.30%,5.34%,28.80%,8.08B,1.72,8.70%,-2.16%,4.03,17.50%,17.79,6.31,10.24%,11.10%,114.15,34.57%,1.18,94.83,12.35%,28.50%,76.27 - 112.81,17.00%,3.00,51.78,18.20%,22.00%,-0.42%,0.12,2.67%,0.30,6.40%,21.60%,47.29%,1.96,180656,0.40,10.30%,9.50%,67.49,1.85% 1.86%,Yes,0.00,39.30%,7.40%,0.76,111.16,Yes,0.42,Sep 20 BMO,50.90%,1.63M,112.34,2.10,2.96%,6.82%,19.38%,"1,248,413",1.06%
34,XRAY,Healthcare , Medical Instruments & Supplies , USA,S&P; 500,-,-7.01,0.40%,235.39M,-5.98%,8.94B,15.88,2.39,7.37%,225.07M,-16.91%,-1582.90M,-,0.50,98.00%,4.21%,-20.71%,4.10B,2.18,-443.80%,1.71%,3.34,-33.60%,22.77,1.67,8.98%,-15.70%,47.00,-29.37%,1.03,36.93,-1.49%,-24.70%,38.80 - 68.98,-42.32%,0.35,28.06,-38.30%,-18.00%,-44.96%,1.29,0.92%,1.10,6.40%,54.10%,-2.14%,1.50,16100,1.70,5.00%,-41.10%,28.35,2.68% 2.80%,Yes,0.35,-8.90%,-39.10%,1.43,39.00,Yes,0.31,Aug 07 BMO,-,2.84M,37.97,2.60,-14.94%,-14.75%,-30.15%,"4,071,341",-2.64%
35,DISCA,Services , CATV Systems , USA,S&P; 500,-,-1.50,1.30%,523.00M,1.60%,13.63B,7.56,3.45,26.58%,497.35M,-1.21%,-397.00M,-,0.60,-,5.65%,10.00%,8.67B,1.57,-154.20%,-1.07%,6.01,9.36%,15.17,1.72,48.28%,-1.20%,28.52,14.50%,0.75,34.77,15.38%,-5.40%,15.99 - 28.78,16.44%,-,7.73,-20.70%,2.30%,-9.45%,1.50,-,1.40,8.90%,60.20%,62.98%,0.76,7000,1.40,63.00%,5.20%,45.58,2.49% 2.62%,Yes,2.31,-12.00%,-4.10%,0.76,26.42,Yes,2.23,Aug 07 BMO,-,4.68M,26.06,2.40,-0.89%,-1.54%,12.02%,"3,556,666",-1.36%
36,DLTR,Services ," Discount, Variety Stores ", USA,S&P; 500,20.16,4.67,1.30%,235.69M,2.85%,22.21B,15.05,6.26,0.00%,231.20M,8.65%,1.11B,1.48,1.15,92.30%,2.31%,-0.28%,22.51B,0.99,28.10%,-2.00%,1.73,-10.99%,30.97,3.04,12.99%,10.60%,104.83,28.31%,2.02,46.74,13.67%,25.30%,73.20 - 116.65,-12.19%,-,29.07,12.50%,11.20%,-19.22%,0.84,-,0.40,24.60%,31.50%,28.73%,1.69,56300,2.10,5.00%,9.10%,65.95,1.75% 1.93%,Yes,0.70,-20.40%,7.40%,0.91,94.53,Yes,0.70,Aug 23 BMO,0.00%,3.09M,94.23,2.00,4.50%,7.93%,-3.23%,"2,822,673",-0.32%
37,DXC,Technology , Information Technology Services , USA,-,13.63,6.35,0.30%,293.48M,-2.78%,25.39B,9.51,9.10,-4.55%,281.77M,-0.02%,1.84B,0.45,1.95,86.20%,1.81%,-0.72%,23.93B,1.06,798.80%,-0.52%,2.05,-0.11%,40.33,2.15,11.32%,5.70%,103.44,17.20%,8.81,9.82,30.57%,14.80%,71.62 - 93.28,5.41%,0.76,11.18,293.90%,9.80%,-7.25%,0.93,0.88%,0.90,20.80%,28.80%,20.81%,1.62,150000,0.90,0.90%,8.90%,51.86,2.17% 1.88%,Yes,0.61,139.40%,7.70%,0.78,86.56,Yes,0.41,Aug 07 AMC,12.40%,2.48M,86.52,2.20,-0.11%,2.30%,1.09%,"1,922,796",-0.05%
38,EBAY,Services ," Specialty Retail, Other ", USA,S&P; 500,16.90,2.00,0.20%,982.29M,0.06%,33.26B,13.14,2.58,-18.49%,928.75M,-10.45%,2.07B,1.19,0.55,90.40%,2.41%,-11.71%,10.24B,3.25,-69.20%,1.23%,2.28,-20.22%,7.20,4.70,12.29%,-4.10%,44.41,-3.94%,4.06,8.34,14.19%,-12.10%,32.85 - 46.99,-10.28%,-,14.11,-0.20%,11.00%,-27.94%,1.23,-,2.40,-7.40%,77.50%,3.06%,0.76,14100,2.40,9.10%,21.70%,39.62,2.04% 2.09%,Yes,1.29,2113.80%,-10.00%,1.26,34.40,Yes,1.29,Jul 18 AMC,-,9.79M,33.86,2.20,-0.55%,-7.31%,-12.32%,"12,370,099",-1.57%
39,EA,Technology , Multimedia & Graphics Software , USA,S&P; 500,42.96,2.98,0.30%,306.00M,-0.28%,39.18B,22.60,5.67,-27.19%,305.80M,-13.91%,927.00M,2.84,0.59,97.90%,1.65%,-2.15%,4.84B,8.10,33.00%,0.36%,1.60,3.46%,17.19,7.45,12.82%,8.30%,154.56,9.04%,16.25,7.88,15.14%,15.10%,99.63 - 151.26,21.88%,-,25.61,67.20%,22.60%,-15.34%,0.62,-,-,6.30%,72.30%,28.53%,3.94,9300,3.80,-21.50%,20.50%,35.81,2.80% 2.93%,Yes,0.19,-54.10%,14.30%,1.68,131.91,Yes,0.19,Jul 26 AMC,0.00%,3.16M,128.05,1.80,-5.40%,-8.35%,3.26%,"5,307,036",-2.93%
40,EOG,Basic Materials , Independent Oil & Gas , USA,S&P; 500,40.17,2.87,0.40%,579.20M,-5.97%,66.86B,16.96,6.81,-7.29%,576.11M,-7.14%,1.67B,-,1.44,87.80%,1.87%,-4.99%,14.00B,4.78,133.40%,-0.34%,3.75,8.13%,30.29,3.81,26.75%,12.70%,140.19,32.66%,1.74,66.32,-,24.00%,81.99 - 131.60,6.98%,0.88,610.06,-8.90%,2.90%,-12.28%,1.10,0.76%,0.80,-0.30%,53.40%,40.80%,3.03,2664,1.00,61.90%,18.10%,33.91,2.45% 2.23%,Yes,0.37,2922.30%,27.60%,1.44,123.07,Yes,0.30,Aug 02 AMC,10.50%,2.87M,115.44,2.10,-7.53%,-5.64%,3.12%,"4,128,394",-6.20%
41,EQR,Financial , REIT - Residential , USA,S&P; 500,42.29,1.59,0.20%,385.73M,0.92%,25.91B,50.19,1.34,-7.67%,375.62M,5.17%,586.00M,15.66,0.31,95.10%,1.41%,11.47%,2.53B,10.25,-86.10%,-0.21%,2.84,18.51%,27.64,2.43,-8.61%,2.90%,68.00,-1.68%,0.09,750.89,2.70%,5.70%,54.97 - 70.46,5.32%,2.16,-,24.20%,4.40%,-4.68%,0.41,3.22%,-,7.20%,66.30%,22.18%,0.94,2700,-,4.50%,33.50%,65.70,1.42% 1.54%,Yes,0.86,-42.30%,23.20%,0.77,66.60,Yes,0.86,Jul 24 AMC,128.70%,1.87M,67.16,2.80,2.87%,4.31%,6.91%,"1,440,855",0.84%
42,ES,Utilities , Diversified Utilities , USA,S&P; 500,19.62,3.18,0.20%,317.35M,2.28%,19.78B,17.96,3.47,-4.24%,315.45M,5.89%,1.01B,3.38,0.88,76.90%,1.43%,8.53%,8.03B,2.46,5.00%,0.69%,2.28,8.27%,35.52,1.76,6.90%,2.80%,63.43,-0.37%,0.20,308.15,5.80%,9.10%,52.76 - 66.15,-1.33%,2.02,-,10.40%,5.50%,-5.76%,0.23,3.24%,0.60,4.30%,-,18.16%,0.85,8084,0.60,5.20%,22.30%,74.23,1.07% 1.34%,Yes,1.26,5.20%,12.60%,0.66,61.80,Yes,1.12,Jul 31 AMC,61.60%,1.97M,62.34,2.10,3.58%,7.21%,4.20%,"1,294,347",0.87%
43,ESRX,Healthcare , Health Care Plans , USA,S&P; 500,8.14,10.64,0.30%,561.90M,9.85%,48.69B,9.03,9.59,-2.75%,559.19M,8.48%,6.05B,0.93,2.42,86.50%,2.73%,17.52%,100.47B,0.48,87.50%,-0.79%,4.18,15.64%,34.47,2.51,5.59%,8.70%,85.03,40.37%,5.24,16.55,8.75%,26.00%,55.80 - 86.07,16.09%,-,9.43,41.20%,19.00%,0.67%,0.96,-,0.60,1.30%,8.80%,55.29%,2.45,26600,0.70,1.20%,5.30%,69.05,2.68% 3.29%,Yes,0.77,13.30%,4.60%,1.40,86.00,Yes,0.69,Aug 01 AMC,0.00%,3.65M,86.65,2.60,9.13%,9.04%,16.93%,"5,115,503",0.76%
44,FB,Technology , Internet Information Providers , USA,S&P; 500,24.81,7.24,1.27%,2.97B,-3.05%,532.49B,21.49,8.36,-44.09%,2.38B,-14.51%,21.34B,1.12,1.48,73.40%,1.02%,-2.00%,48.50B,10.98,76.30%,-0.11%,1.04,0.01%,27.42,6.55,16.38%,22.20%,210.99,4.99%,14.26,12.59,22.20%,25.20%,149.02 - 218.62,1.74%,-,26.13,234.20%,24.00%,-17.88%,0.51,-,10.70,51.50%,85.20%,20.47%,5.32,30275,10.70,41.90%,49.00%,39.82,2.24% 2.45%,Yes,0.00,32.10%,39.30%,1.39,181.11,Yes,0.00,Jul 25 AMC,0.00%,23.47M,179.53,1.80,-4.76%,-7.63%,-1.31%,"32,648,429",-0.87%
45,FIS,Technology , Information Technology Services , USA,S&P; 500,53.79,1.97,0.20%,329.00M,0.14%,34.88B,18.12,5.85,-57.22%,328.74M,-2.14%,661.00M,4.01,1.31,89.60%,1.11%,1.13%,8.70B,4.01,-7.00%,0.37%,2.49,10.44%,31.73,3.34,11.64%,5.90%,117.06,16.94%,3.66,28.95,13.41%,13.90%,88.97 - 109.95,12.68%,1.28,26.89,-2.50%,5.30%,-3.57%,0.94,1.21%,1.40,9.50%,33.20%,19.16%,1.36,53000,1.40,-6.70%,17.50%,47.42,1.21% 1.39%,Yes,0.85,53.00%,16.60%,0.79,106.69,Yes,0.85,Jul 31 BMO,27.20%,1.46M,106.02,1.80,-0.53%,-0.76%,6.35%,"1,158,508",-0.63%
46,FLIR,Technology , Scientific & Technical Instruments , USA,S&P; 500,38.37,1.56,0.80%,138.32M,0.61%,8.28B,24.93,2.40,-14.24%,136.74M,12.35%,218.40M,1.75,0.56,98.80%,2.52%,9.35%,1.85B,4.47,20.00%,0.63%,3.45,21.99%,13.03,4.59,8.84%,4.50%,63.22,57.98%,3.67,16.30,21.90%,6.80%,37.18 - 60.71,28.40%,0.64,25.79,-0.30%,9.40%,-1.40%,0.64,1.07%,2.90,5.10%,49.20%,61.01%,1.00,3542,4.10,4.30%,16.70%,63.42,1.17% 2.06%,Yes,0.00,37.50%,6.70%,0.74,60.42,Yes,0.23,Jul 25 BMO,68.60%,999.00K,59.86,2.20,3.80%,8.65%,16.80%,"740,199",-0.93%
47,FL,Consumer Goods , Textile - Apparel Footwear & Accessories , USA,S&P; 500,16.14,3.00,1.00%,118.70M,2.87%,5.74B,9.91,4.88,-3.07%,115.43M,-8.01%,368.00M,2.11,0.70,99.40%,9.02%,9.51%,7.81B,0.74,-39.10%,-0.43%,3.33,-0.47%,21.42,2.26,8.30%,6.90%,57.95,2.59%,8.67,5.58,7.64%,10.10%,28.42 - 59.40,3.14%,1.38,8.84,3.00%,14.20%,-18.60%,0.81,2.85%,2.00,4.70%,31.30%,70.13%,1.32,15141,3.90,1.20%,6.80%,41.04,2.81% 2.84%,Yes,0.00,2.10%,3.40%,1.13,48.89,Yes,0.05,Aug 24 BMO,56.90%,3.13M,48.35,2.30,-1.20%,-7.77%,4.80%,"3,527,349",-1.10%
48,BEN,Financial , Asset Management , USA,S&P; 500,10.08,3.19,43.63%,546.93M,-3.42%,17.59B,10.36,3.10,0.00%,297.09M,0.16%,1.73B,7.65,0.74,48.20%,5.58%,-4.43%,6.41B,2.74,2.50%,-3.06%,5.40,-12.21%,18.51,1.74,-1.65%,-2.00%,32.54,-18.52%,12.17,2.64,1.32%,-3.10%,31.28 - 42.29,-19.35%,0.92,-,0.20%,11.00%,-23.96%,1.57,2.86%,-,-2.10%,-,2.81%,0.69,9800,-,-3.40%,34.60%,45.02,1.71% 2.14%,Yes,0.07,-0.30%,-5.30%,0.63,32.25,Yes,0.07,Jul 27 BMO,-,3.07M,32.16,3.30,-1.55%,-1.87%,-10.25%,"1,931,320",-0.28%
49,IT,Technology , Information Technology Services , USA,-,558.88,0.25,3.00%,89.49M,1.05%,12.50B,31.76,4.40,-5.11%,88.01M,-0.18%,26.20M,34.64,0.63,-,6.20%,2.94%,3.81B,3.28,-127.20%,1.67%,9.46,15.99%,10.12,13.81,17.24%,1.30%,139.11,19.24%,1.58,88.18,16.13%,9.10%,111.57 - 142.16,13.46%,-,44.51,-18.80%,1.50%,-1.72%,1.16,-,0.60,15.40%,61.80%,25.23%,2.46,15131,0.60,18.70%,3.00%,53.24,1.50% 1.82%,Yes,2.64,148.60%,2.30%,0.57,140.93,Yes,2.33,Aug 01 BMO,0.00%,576.27K,139.72,2.20,1.17%,1.75%,10.03%,"329,847",-0.86%
